member_id,tier,rule_names_fired,trigger_metric,trigger_value,threshold,default_propensity_score,risk_band,priority_rank,constraint_override,constraint_override_reason,recommended_action,constraint_compliant_action,time_window_for_response,excluded_reason,last_actioned_date,days_since_last_contribution,withdrawal_surge_index,loan_outstanding_kes,par30_breach_flag,compliance_status,regulatory_liquid_ratio_pct,loan_to_deposit_ratio_pct
STM00089,Premium,PAR30 Escalation,default_propensity_score,3.0,30 days / WSI 2.0,3.0,LOW,7,False,,Collections team escalates member STM00089 to legal within 5 working days.,,Next monthly review,capacity_limit,,20.0,1.25,1048965.11,0,COMPLIANT,16.21,58.76
STM00472,Basic,PAR30 Escalation,default_propensity_score,2.8,60 days / WSI 2.0,2.8,LOW,7,False,,Collections team escalates member STM00472 to legal within 5 working days.,,Next monthly review,capacity_limit,,19.0,0.87,109411.9,0,COMPLIANT,12.73,61.04
STM00565,Basic,PAR30 Escalation,default_propensity_score,2.8,60 days / WSI 2.0,2.8,LOW,7,False,,Collections team escalates member STM00565 to legal within 5 working days.,,Next monthly review,capacity_limit,,16.0,1.43,105267.43,0,COMPLIANT,15.5,56.48
STM00014,Premium,,default_propensity_score,2.7,30 days / WSI 2.0,2.7,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,,18.0,0.66,664853.03,0,COMPLIANT,15.97,56.46
STM00036,Premium,PAR30 Escalation,default_propensity_score,2.7,30 days / WSI 2.0,2.7,LOW,7,False,,Collections team escalates member STM00036 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-16,20.0,1.45,1300638.68,0,COMPLIANT,15.96,76.63
STM00064,Premium,PAR30 Escalation,default_propensity_score,2.6,30 days / WSI 2.0,2.6,LOW,7,False,,Collections team escalates member STM00064 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-01,16.0,1.49,680209.96,0,COMPLIANT,19.9,72.07
STM00599,Basic,PAR30 Escalation,default_propensity_score,2.6,60 days / WSI 2.0,2.6,LOW,7,False,,Collections team escalates member STM00599 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-17,3.0,1.16,99209.41,0,COMPLIANT,15.01,73.71
STM00394,Basic,PAR30 Escalation,default_propensity_score,2.4,60 days / WSI 2.0,2.4,LOW,7,False,,Collections team escalates member STM00394 to legal within 5 working days.,,Next monthly review,capacity_limit,,24.0,0.82,71736.9,0,COMPLIANT,18.93,75.86
STM00018,Premium,,default_propensity_score,2.3,30 days / WSI 2.0,2.3,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,2024-11-23,10.0,1.52,235931.68,0,COMPLIANT,15.99,73.22
STM00176,Standard,PAR30 Escalation,default_propensity_score,2.3,45 days / WSI 2.0,2.3,LOW,7,False,,Collections team escalates member STM00176 to legal within 5 working days.,,Next monthly review,capacity_limit,,17.0,1.04,312951.16,0,COMPLIANT,21.32,64.46
STM00220,Standard,PAR30 Escalation,default_propensity_score,2.1,45 days / WSI 2.0,2.1,LOW,7,False,,Collections team escalates member STM00220 to legal within 5 working days.,,Next monthly review,capacity_limit,,25.0,0.41,111625.47,0,COMPLIANT,14.3,60.21
STM00252,Standard,PAR30 Escalation,default_propensity_score,1.8,45 days / WSI 2.0,1.8,LOW,7,False,,Collections team escalates member STM00252 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-15,,0.95,150724.71,0,COMPLIANT,19.57,78.75
STM00551,Basic,PAR30 Escalation,default_propensity_score,1.8,60 days / WSI 2.0,1.8,LOW,7,False,,Collections team escalates member STM00551 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-27,1.0,1.6,69006.53,0,COMPLIANT,15.37,65.89
STM00312,Standard,PAR30 Escalation,default_propensity_score,1.6,45 days / WSI 2.0,1.6,LOW,7,False,,Collections team escalates member STM00312 to legal within 5 working days.,,Next monthly review,capacity_limit,,6.0,0.62,160281.31,0,COMPLIANT,16.19,69.61
STM00419,Basic,PAR30 Escalation,default_propensity_score,1.6,60 days / WSI 2.0,1.6,LOW,7,False,,Collections team escalates member STM00419 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-14,19.0,0.82,48087.96,0,COMPLIANT,18.97,79.26
STM00017,Premium,,default_propensity_score,1.4,30 days / WSI 2.0,1.4,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,,6.0,1.21,622715.1,0,COMPLIANT,14.86,66.89
STM00044,Premium,PAR30 Escalation,default_propensity_score,1.4,30 days / WSI 2.0,1.4,LOW,7,False,,Collections team escalates member STM00044 to legal within 5 working days.,,Next monthly review,capacity_limit,,3.0,1.43,639403.21,0,COMPLIANT,17.31,78.66
STM00364,Standard,PAR30 Escalation,default_propensity_score,1.4,45 days / WSI 2.0,1.4,LOW,7,False,,Collections team escalates member STM00364 to legal within 5 working days.,,Next monthly review,capacity_limit,,26.0,1.51,402783.26,0,COMPLIANT,13.95,73.23
STM00197,Standard,PAR30 Escalation,default_propensity_score,1.3,45 days / WSI 2.0,1.3,LOW,7,False,,Collections team escalates member STM00197 to legal within 5 working days.,,Next monthly review,capacity_limit,,,0.52,322046.35,0,COMPLIANT,10.87,70.87
STM00306,Standard,PAR30 Escalation,default_propensity_score,1.3,45 days / WSI 2.0,1.3,LOW,7,False,,Collections team escalates member STM00306 to legal within 5 working days.,,Next monthly review,capacity_limit,,14.0,1.72,211624.56,0,COMPLIANT,12.05,72.93
STM00070,Premium,PAR30 Escalation,default_propensity_score,1.2,30 days / WSI 2.0,1.2,LOW,7,False,,Collections team escalates member STM00070 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-09,7.0,1.02,703200.23,0,COMPLIANT,15.02,75.4
STM00109,Standard,PAR30 Escalation,default_propensity_score,1.2,45 days / WSI 2.0,1.2,LOW,7,False,,Collections team escalates member STM00109 to legal within 5 working days.,,Next monthly review,capacity_limit,,,1.28,213852.55,0,COMPLIANT,15.27,67.42
STM00337,Standard,PAR30 Escalation,default_propensity_score,1.2,45 days / WSI 2.0,1.2,LOW,7,False,,Collections team escalates member STM00337 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-21,17.0,1.07,250003.92,0,COMPLIANT,21.88,78.33
STM00433,Basic,PAR30 Escalation,default_propensity_score,1.2,60 days / WSI 2.0,1.2,LOW,7,False,,Collections team escalates member STM00433 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-03,21.0,1.0,85450.3,0,COMPLIANT,10.37,55.02
STM00440,Basic,"Withdrawal Surge Alert, PAR30 Escalation",withdrawal_surge_index,2.84,60 days / WSI 2.0,1.2,LOW,7,False,,Collections team escalates member STM00440 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-24,18.0,2.84,47710.16,0,COMPLIANT,15.37,70.11
STM00054,Premium,"Withdrawal Surge Alert, PAR30 Escalation",withdrawal_surge_index,3.31,30 days / WSI 2.0,1.1,LOW,7,False,,Collections team escalates member STM00054 to legal within 5 working days.,,Next monthly review,capacity_limit,,6.0,3.31,612008.99,0,COMPLIANT,16.12,77.45
STM00125,Standard,PAR30 Escalation,default_propensity_score,1.0,45 days / WSI 2.0,1.0,LOW,7,False,,Collections team escalates member STM00125 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-15,14.0,1.45,166930.03,0,COMPLIANT,21.24,73.52
STM00194,Standard,PAR30 Escalation,default_propensity_score,1.0,45 days / WSI 2.0,1.0,LOW,7,False,,Collections team escalates member STM00194 to legal within 5 working days.,,Next monthly review,capacity_limit,,14.0,0.78,176691.74,0,COMPLIANT,19.83,75.18
STM00245,Standard,PAR30 Escalation,default_propensity_score,1.0,45 days / WSI 2.0,1.0,LOW,7,False,,Collections team escalates member STM00245 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-06,14.0,0.86,217524.73,0,COMPLIANT,12.2,60.23
STM00328,Standard,PAR30 Escalation,default_propensity_score,0.9,45 days / WSI 2.0,0.9,LOW,7,False,,Collections team escalates member STM00328 to legal within 5 working days.,,Next monthly review,capacity_limit,,25.0,1.13,127395.81,0,COMPLIANT,21.13,77.49
STM00427,Basic,PAR30 Escalation,default_propensity_score,0.9,60 days / WSI 2.0,0.9,LOW,7,False,,Collections team escalates member STM00427 to legal within 5 working days.,,Next monthly review,capacity_limit,,5.0,1.34,78486.79,0,COMPLIANT,19.63,72.45
STM00460,Basic,PAR30 Escalation,default_propensity_score,0.9,60 days / WSI 2.0,0.9,LOW,7,False,,Collections team escalates member STM00460 to legal within 5 working days.,,Next monthly review,capacity_limit,,13.0,1.0,73380.83,0,COMPLIANT,18.62,79.09
STM00579,Basic,PAR30 Escalation,default_propensity_score,0.9,60 days / WSI 2.0,0.9,LOW,7,False,,Collections team escalates member STM00579 to legal within 5 working days.,,Next monthly review,capacity_limit,,9.0,1.65,69337.55,0,COMPLIANT,15.51,69.84
STM00477,Basic,PAR30 Escalation,default_propensity_score,0.8,60 days / WSI 2.0,0.8,LOW,7,False,,Collections team escalates member STM00477 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-23,11.0,1.31,43016.06,0,COMPLIANT,21.04,59.98
STM00489,Basic,PAR30 Escalation,default_propensity_score,0.8,60 days / WSI 2.0,0.8,LOW,7,False,,Collections team escalates member STM00489 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-03,1.0,1.02,56680.04,0,COMPLIANT,12.24,69.57
STM00026,Premium,PAR30 Escalation,default_propensity_score,0.7,30 days / WSI 2.0,0.7,LOW,7,False,,Collections team escalates member STM00026 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-09,7.0,1.47,475015.43,0,COMPLIANT,15.53,78.96
STM00032,Premium,PAR30 Escalation,default_propensity_score,0.7,30 days / WSI 2.0,0.7,LOW,7,False,,Collections team escalates member STM00032 to legal within 5 working days.,,Next monthly review,capacity_limit,,23.0,1.21,500070.77,0,COMPLIANT,18.27,74.9
STM00396,Basic,PAR30 Escalation,default_propensity_score,0.7,60 days / WSI 2.0,0.7,LOW,7,False,,Collections team escalates member STM00396 to legal within 5 working days.,,Next monthly review,capacity_limit,,13.0,0.74,35783.29,0,COMPLIANT,21.65,74.33
STM00453,Basic,PAR30 Escalation,default_propensity_score,0.7,60 days / WSI 2.0,0.7,LOW,7,False,,Collections team escalates member STM00453 to legal within 5 working days.,,Next monthly review,capacity_limit,,27.0,1.46,72388.11,0,COMPLIANT,15.64,64.93
STM00052,Premium,PAR30 Escalation,default_propensity_score,0.6,30 days / WSI 2.0,0.6,LOW,7,False,,Collections team escalates member STM00052 to legal within 5 working days.,,Next monthly review,capacity_limit,,5.0,0.89,411548.32,0,COMPLIANT,19.46,74.32
STM00160,Standard,PAR30 Escalation,default_propensity_score,0.6,45 days / WSI 2.0,0.6,LOW,7,False,,Collections team escalates member STM00160 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-24,15.0,1.72,169555.1,0,COMPLIANT,20.43,59.17
STM00361,Standard,PAR30 Escalation,default_propensity_score,0.6,45 days / WSI 2.0,0.6,LOW,7,False,,Collections team escalates member STM00361 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-30,24.0,0.44,414202.51,0,COMPLIANT,11.23,64.79
STM00201,Standard,PAR30 Escalation,default_propensity_score,0.5,45 days / WSI 2.0,0.5,LOW,7,False,,Collections team escalates member STM00201 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-08,2.0,0.97,189794.37,0,COMPLIANT,18.83,66.99
STM00511,Basic,PAR30 Escalation,default_propensity_score,0.5,60 days / WSI 2.0,0.5,LOW,7,False,,Collections team escalates member STM00511 to legal within 5 working days.,,Next monthly review,capacity_limit,,,0.41,66752.91,0,COMPLIANT,12.31,73.52
STM00524,Basic,PAR30 Escalation,default_propensity_score,0.5,60 days / WSI 2.0,0.5,LOW,7,False,,Collections team escalates member STM00524 to legal within 5 working days.,,Next monthly review,capacity_limit,,1.0,0.6,100994.67,0,COMPLIANT,15.46,75.8
STM00528,Basic,PAR30 Escalation,default_propensity_score,0.5,60 days / WSI 2.0,0.5,LOW,7,False,,Collections team escalates member STM00528 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-04,10.0,1.59,82171.97,0,COMPLIANT,13.98,70.87
STM00008,Premium,,default_propensity_score,0.4,30 days / WSI 2.0,0.4,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,,1.0,0.87,536298.98,0,COMPLIANT,14.42,56.18
STM00034,Premium,PAR30 Escalation,default_propensity_score,0.4,30 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00034 to legal within 5 working days.,,Next monthly review,capacity_limit,,13.0,1.12,577343.26,0,COMPLIANT,16.93,65.45
STM00038,Premium,PAR30 Escalation,default_propensity_score,0.4,30 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00038 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-16,17.0,1.73,733773.7,0,COMPLIANT,12.08,78.05
STM00154,Standard,PAR30 Escalation,default_propensity_score,0.4,45 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00154 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-18,,0.76,190093.24,0,COMPLIANT,11.96,68.93
STM00186,Standard,PAR30 Escalation,default_propensity_score,0.4,45 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00186 to legal within 5 working days.,,Next monthly review,capacity_limit,,12.0,1.43,153227.75,0,COMPLIANT,14.57,71.88
STM00374,Standard,PAR30 Escalation,default_propensity_score,0.4,45 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00374 to legal within 5 working days.,,Next monthly review,capacity_limit,,8.0,1.1,183811.83,0,COMPLIANT,16.32,79.84
STM00425,Basic,PAR30 Escalation,default_propensity_score,0.4,60 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00425 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-09,15.0,1.08,78847.27,0,COMPLIANT,10.75,75.37
STM00462,Basic,PAR30 Escalation,default_propensity_score,0.4,60 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00462 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-29,20.0,1.36,88360.34,0,COMPLIANT,13.19,61.74
STM00500,Basic,PAR30 Escalation,default_propensity_score,0.4,60 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00500 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-29,27.0,0.76,85046.24,0,COMPLIANT,15.56,63.07
STM00527,Basic,PAR30 Escalation,default_propensity_score,0.4,60 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00527 to legal within 5 working days.,,Next monthly review,capacity_limit,,26.0,1.15,61852.68,0,COMPLIANT,11.78,64.62
STM00538,Basic,PAR30 Escalation,default_propensity_score,0.4,60 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00538 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-15,12.0,1.21,44381.33,0,COMPLIANT,14.44,60.82
STM00585,Basic,PAR30 Escalation,default_propensity_score,0.4,60 days / WSI 2.0,0.4,LOW,7,False,,Collections team escalates member STM00585 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-07,12.0,1.68,68114.08,0,COMPLIANT,14.33,63.23
STM00001,Premium,,default_propensity_score,0.3,30 days / WSI 2.0,0.3,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,2024-09-22,21.0,0.48,755760.51,0,COMPLIANT,18.05,64.54
STM00009,Premium,,default_propensity_score,0.3,30 days / WSI 2.0,0.3,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,,25.0,1.77,873511.67,0,COMPLIANT,21.48,70.58
STM00117,Standard,PAR30 Escalation,default_propensity_score,0.3,45 days / WSI 2.0,0.3,LOW,7,False,,Collections team escalates member STM00117 to legal within 5 working days.,,Next monthly review,capacity_limit,,17.0,0.64,117952.17,0,COMPLIANT,15.39,64.55
STM00203,Standard,PAR30 Escalation,default_propensity_score,0.3,45 days / WSI 2.0,0.3,LOW,7,False,,Collections team escalates member STM00203 to legal within 5 working days.,,Next monthly review,capacity_limit,,2.0,0.51,159112.18,0,COMPLIANT,14.61,64.45
STM00261,Standard,PAR30 Escalation,default_propensity_score,0.3,45 days / WSI 2.0,0.3,LOW,7,False,,Collections team escalates member STM00261 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-20,10.0,0.79,240111.45,0,COMPLIANT,11.29,72.1
STM00282,Standard,PAR30 Escalation,default_propensity_score,0.3,45 days / WSI 2.0,0.3,LOW,7,False,,Collections team escalates member STM00282 to legal within 5 working days.,,Next monthly review,capacity_limit,,23.0,0.81,202402.28,0,COMPLIANT,16.17,74.4
STM00354,Standard,PAR30 Escalation,default_propensity_score,0.3,45 days / WSI 2.0,0.3,LOW,7,False,,Collections team escalates member STM00354 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-09,5.0,0.44,465564.51,0,COMPLIANT,18.29,79.77
STM00406,Basic,PAR30 Escalation,default_propensity_score,0.3,60 days / WSI 2.0,0.3,LOW,7,False,,Collections team escalates member STM00406 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-12,1.0,1.09,44149.91,0,COMPLIANT,21.02,56.22
STM00465,Basic,PAR30 Escalation,default_propensity_score,0.3,60 days / WSI 2.0,0.3,LOW,7,False,,Collections team escalates member STM00465 to legal within 5 working days.,,Next monthly review,capacity_limit,,,0.63,83856.72,0,COMPLIANT,10.48,59.06
STM00488,Basic,PAR30 Escalation,default_propensity_score,0.3,60 days / WSI 2.0,0.3,LOW,7,False,,Collections team escalates member STM00488 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-12,6.0,0.95,37156.48,0,COMPLIANT,15.57,76.2
STM00523,Basic,PAR30 Escalation,default_propensity_score,0.3,60 days / WSI 2.0,0.3,LOW,7,False,,Collections team escalates member STM00523 to legal within 5 working days.,,Next monthly review,capacity_limit,,26.0,1.13,63935.96,0,COMPLIANT,13.06,66.5
STM00016,Premium,,default_propensity_score,0.2,30 days / WSI 2.0,0.2,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,,,1.61,346395.52,0,COMPLIANT,15.02,79.53
STM00019,Premium,,default_propensity_score,0.2,30 days / WSI 2.0,0.2,LOW,7,False,,Monitor at next scheduled monthly review.,,Next monthly review,capacity_limit,2024-10-03,11.0,0.5,478755.52,0,COMPLIANT,10.27,77.52
STM00028,Premium,PAR30 Escalation,default_propensity_score,0.2,30 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00028 to legal within 5 working days.,,Next monthly review,capacity_limit,,4.0,1.57,478111.03,0,COMPLIANT,11.2,79.41
STM00043,Premium,PAR30 Escalation,default_propensity_score,0.2,30 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00043 to legal within 5 working days.,,Next monthly review,capacity_limit,,14.0,0.62,473228.06,0,COMPLIANT,11.21,64.03
STM00045,Premium,PAR30 Escalation,default_propensity_score,0.2,30 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00045 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-05,15.0,1.74,1163092.96,0,COMPLIANT,16.48,75.31
STM00097,Standard,PAR30 Escalation,default_propensity_score,0.2,45 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00097 to legal within 5 working days.,,Next monthly review,capacity_limit,,27.0,0.98,311179.78,0,COMPLIANT,14.74,79.94
STM00169,Standard,PAR30 Escalation,default_propensity_score,0.2,45 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00169 to legal within 5 working days.,,Next monthly review,capacity_limit,,18.0,0.42,149269.62,0,COMPLIANT,20.59,57.84
STM00331,Standard,PAR30 Escalation,default_propensity_score,0.2,45 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00331 to legal within 5 working days.,,Next monthly review,capacity_limit,,25.0,1.43,267631.7,0,COMPLIANT,16.13,68.56
STM00383,Standard,PAR30 Escalation,default_propensity_score,0.2,45 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00383 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-22,26.0,1.72,158269.86,0,COMPLIANT,15.6,71.25
STM00409,Basic,PAR30 Escalation,default_propensity_score,0.2,60 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00409 to legal within 5 working days.,,Next monthly review,capacity_limit,,16.0,0.7,59038.78,0,COMPLIANT,17.23,73.18
STM00437,Basic,PAR30 Escalation,default_propensity_score,0.2,60 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00437 to legal within 5 working days.,,Next monthly review,capacity_limit,,14.0,1.6,70154.16,0,COMPLIANT,13.08,72.45
STM00445,Basic,PAR30 Escalation,default_propensity_score,0.2,60 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00445 to legal within 5 working days.,,Next monthly review,capacity_limit,,13.0,1.11,64899.61,0,COMPLIANT,15.08,56.15
STM00467,Basic,PAR30 Escalation,default_propensity_score,0.2,60 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00467 to legal within 5 working days.,,Next monthly review,capacity_limit,,26.0,1.07,44591.47,0,COMPLIANT,15.62,79.7
STM00491,Basic,PAR30 Escalation,default_propensity_score,0.2,60 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00491 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-12,11.0,1.43,58186.37,0,COMPLIANT,19.24,56.68
STM00517,Basic,PAR30 Escalation,default_propensity_score,0.2,60 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00517 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-10,8.0,1.25,56856.44,0,COMPLIANT,13.49,79.51
STM00520,Basic,PAR30 Escalation,default_propensity_score,0.2,60 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00520 to legal within 5 working days.,,Next monthly review,capacity_limit,,11.0,1.07,62435.17,0,COMPLIANT,20.89,62.24
STM00584,Basic,PAR30 Escalation,default_propensity_score,0.2,60 days / WSI 2.0,0.2,LOW,7,False,,Collections team escalates member STM00584 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-22,19.0,0.83,39130.84,0,COMPLIANT,18.03,64.66
STM00041,Premium,PAR30 Escalation,default_propensity_score,0.1,30 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00041 to legal within 5 working days.,,Next monthly review,capacity_limit,,8.0,1.14,537573.51,0,COMPLIANT,21.22,70.74
STM00060,Premium,PAR30 Escalation,default_propensity_score,0.1,30 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00060 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-11-14,1.0,1.33,292358.53,0,COMPLIANT,21.24,63.01
STM00063,Premium,PAR30 Escalation,default_propensity_score,0.1,30 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00063 to legal within 5 working days.,,Next monthly review,capacity_limit,,4.0,1.19,504235.33,0,COMPLIANT,19.9,79.77
STM00066,Premium,PAR30 Escalation,default_propensity_score,0.1,30 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00066 to legal within 5 working days.,,Next monthly review,capacity_limit,,10.0,1.78,390552.37,0,COMPLIANT,15.18,67.64
STM00081,Premium,PAR30 Escalation,default_propensity_score,0.1,30 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00081 to legal within 5 working days.,,Next monthly review,capacity_limit,,21.0,0.47,592910.09,0,COMPLIANT,10.62,79.65
STM00106,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00106 to legal within 5 working days.,,Next monthly review,capacity_limit,,27.0,1.39,200597.26,0,COMPLIANT,19.73,57.24
STM00147,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00147 to legal within 5 working days.,,Next monthly review,capacity_limit,,3.0,0.58,80917.9,0,COMPLIANT,14.94,61.47
STM00166,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00166 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-24,20.0,1.63,256220.69,0,COMPLIANT,13.77,73.91
STM00199,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00199 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-31,17.0,1.4,99125.34,0,COMPLIANT,16.11,73.26
STM00205,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00205 to legal within 5 working days.,,Next monthly review,capacity_limit,,11.0,0.65,275572.81,0,COMPLIANT,15.26,79.95
STM00219,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00219 to legal within 5 working days.,,Next monthly review,capacity_limit,,23.0,0.99,143467.97,0,COMPLIANT,15.7,73.59
STM00255,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00255 to legal within 5 working days.,,Next monthly review,capacity_limit,,24.0,1.05,99402.55,0,COMPLIANT,13.0,74.98
STM00264,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00264 to legal within 5 working days.,,Next monthly review,capacity_limit,,20.0,1.03,196262.98,0,COMPLIANT,21.87,73.48
STM00273,Standard,"Withdrawal Surge Alert, PAR30 Escalation",withdrawal_surge_index,3.8,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00273 to legal within 5 working days.,,Next monthly review,capacity_limit,,2.0,3.8,138433.15,0,COMPLIANT,18.33,64.34
STM00296,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00296 to legal within 5 working days.,,Next monthly review,capacity_limit,,19.0,0.46,349617.08,0,COMPLIANT,13.51,75.57
STM00338,Standard,"Withdrawal Surge Alert, PAR30 Escalation",withdrawal_surge_index,2.56,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00338 to legal within 5 working days.,,Next monthly review,capacity_limit,,21.0,2.56,216486.32,0,COMPLIANT,12.09,75.01
STM00342,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00342 to legal within 5 working days.,,Next monthly review,capacity_limit,,20.0,1.69,251863.33,0,COMPLIANT,14.18,59.52
STM00353,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00353 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-09-29,25.0,1.41,269989.12,0,COMPLIANT,12.24,74.7
STM00358,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00358 to legal within 5 working days.,,Next monthly review,capacity_limit,,27.0,1.07,220536.46,0,COMPLIANT,17.54,76.85
STM00360,Standard,PAR30 Escalation,default_propensity_score,0.1,45 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00360 to legal within 5 working days.,,Next monthly review,capacity_limit,2024-10-20,25.0,1.42,277767.35,0,COMPLIANT,20.12,76.47
STM00393,Basic,PAR30 Escalation,default_propensity_score,0.1,60 days / WSI 2.0,0.1,LOW,7,False,,Collections team escalates member STM00393 to legal within 5 working days.,,Next monthly review,capacity_limit,,15.0,1.0,103964.68,0,COMPLIANT,19.52,55.6
